author,title,lyrics,song_id
Jim.T,Kỉ Niệm,"Bài hát: Kỉ Niệm - Jim.T
Ngồi lại đây và nghe từng hạt mưa rơi về trên con phố năm nào
Chút kỷ niệm đã qua người đâu thấy
Những khúc hát về ngày tươi xanh bóng dáng ấy còn kề bên anh
Tựa đầu trao chiếc hôn nay đâu còn
Có những nỗi nhớ về ngày hôm qua mình còn tay trong tay
Bỗng phút chốc những cơn mưa tan nhìn giọt lệ em rơi
Chơi vơi lặng thinh bước đi về 2 phía
Có lẽ những yêu thương ta trao mỏng manh trăng sao
Có lẽ chính anh đây cũng đã đặt mình hơi cao
Và câu chuyện của chúng ta nay khép lại
Và cứ thế ta đi qua từng nơi cũ *** thuộc
Cơn gió đưa ta trôi về nơi rất xa
Bàn tay đó nay thôi không còn hơi ấm đâu mà
Lại ngồi đây nhớ mong cứ tương tư hoài
Ta nghe từng hạt mưa rơi vào 1 buổi chiều chơi vơi
Cuốn trôi đi hết bao nhiêu yêu thương chỉ còn kỷ niệm ở nơi tôi
Em như hạt sương mai nắng lên sẽ chẳng còn thương ai
Chỉ còn mình anh nơi đây ngây ngất với những bản nhạc ở bên tai
Say bye hy vọng chôn sâu yêu thương ở trong lòng
Anh đây tuy yêu nhưng không lụy mặc dù vẫn từng ngày chông mong 
Đi qua góc phố cũ giờ đã chẳng còn bóng dáng em
Đêm về anh cố ngủ kỷ niệm ngày nào sẽ lãng quên
Gió lay lay nhẹ bàn tay
Lặng nhìn e đi về nơi xa ấy
Phút giây ngày ấy ngây dại
Và ta sẽ còn nhớ
 
",1883
Lê Cát Trọng Lý,"CÂY LẶNG, GIÓ NGỪNG","Trong khu vườn ươm mùa đông lạnh khô triền miên gió rét lá buồn thiu
Trong gương mặt soi vào nhau mộng mơ triền miên nắng chiếu vẫn ngủ say
Đừng đem ước muốn ngày xưa gán vào em như tranh vào khung,
Giết mất hình dung trong ta về nhau ở ngay lúc bây giờ
Khi đi vào trong lặng im ở trong ngợi suy biến mất cái cùng nhau
Khi ôm thật lâu mà không chờ mong ngày sau biến mất cái sợ xa
Đừng đem ước muốn thúc vào nhau
Đừng yêu như chơi trò chơi có người thua
Cây muốn lặng, gió có ngừng
Um ka hun tăng ti kha padam sakho Hâmn tisha Pati etho raham
Un hendai ithe ustkhan shiva khute eru khaham ham ma la
 
",1884
Đàm Vĩnh Hưng,Xuân Xa Mẹ,"Lại một mùa xuân xa mẹ xa vạn người thương
Lại một mùa xuân con nơi đất khách quê người
Thân trai sa trường cũng vì sự nghiệp mẹ ơi
Xuân nay vắng mẹ con nhớ mẹ nhiều
Ngược dòng thời gian quay về kỉ niệm ngày xưa
Lòng chợt bâng khuâng khi nghe tiếng ai vỗ về
Để lòng con đây, nhớ thương về mẹ
[ĐK]: 
Mẹ ơi !!!!!!!!!!
Mẹ ơi ! Mẹ có biết không con đang nhớ mẹ nước mắt tràn chề
Mẹ ơi ! Dáng mẹ liêu siêu bên đèn dầu
Khói bay ngập đầu, mẹ giờ, xa con rồi...
Bao năm sa trường hôm nay con đã trở về
Vườn chầu hàng cau còn có nhưng mẹ đâu
Ngó trước nhìn sau con lay hoay tìm mẹ
Chợt nghe trong lòng giọt lệ đắng cay.
 
",1885
Nam Kun,Cảm Ơn Vì Đã Chọn Anh,"Verse:
Trời đông gió miên man, như khẽ hỏi anh rằng
Rằng sao tim anh, xua đi cơn lạnh băng
Rằng ai sẽ bên ta, muốn vang lời ca dẫu ta lặng thinh
Rằng ai lắng nghe lòng mình?
Pre-Chorus:
Nào hay biết ngày trời trong xanh
Em khẽ đến mỉm cười bên anh
Xoá đi từng âu lo, dù mặc cho phía sau biết bao muộn phiền vây quanh
Lòng nguyện đánh đổi mọi điều đang mang
Chỉ để phút bên em chẳng biến tan
Liệu người, hiểu được tình này hay chăng?
Chorus:
Một ngày bình minh trên mi ngời sáng
Một ngày ta như quên đi thời gian
Chỉ nhìn ngắm khoé môi em đang mỉm cười, là bao muộn phiền xua tan
Một ngày bờ môi em buông kề má
Một ngày giọng em vang luôn là lời nhắc về nhà
Thầm cảm ơn em
Cảm ơn vì đã chọn anh.
Bridge:
Từng giây phút có em bên tôi
Tựa như nắng mai chẳng chờ đợi đêm trôi
Và thầm mong em luôn giữ nụ cười trên môi
 
",1886
NonHanTa,Có Người,"Em là mây vội vàng,còn anh là cơn gió ngang
Mong bình yên từng ngày,cớ sao rời đi
Nhớ rằng ngày hôm ấy,chúng mình vội chia tay
Từng câu anh nói ra em đau thật đấy
Ngoài kia là bao cám rỗ ai làm anh bỏ rơi em
Có biết trong đêm em đau khi em nhìn thấy người ấy với anh
Nước mắt rơi rơi bên thềm,đọng thành những vấn vương sao yếu mềm
Giây phút ấy có ai can tâm rời đi
Có người vẫn chờ dưới màn mưa,ngóng trông anh về chưa
Có người chẳng cần nữa mà sao luôn đợi anh đón đưa
Chỉ mong có lần cuối gặp nhau nói đôi ta đã xa
Dù em cũng biết rằng,ở nơi đó có người chờ anh...
 
",1887
Luân Phan,Là Một Thằng Đàn Ông,"Bài hát: Là Một Thằng Đàn Ông - Luân Phan
Là thằng đàn ông vai gió sương bụi trần,
còn nhiều lo toan tủi hờn đắng cay 
Là thằng đàn ông không danh không phận
không mảnh tình vắt vai biết chi đâu tỏ bày.
Vướng mắc bao điều luyến tiếc thở than
người mộng cao sang anh nghèo với chẳng tới
Bắt than lên trời hỏi nghèo tội gì đâu,
bạn bè xa lánh tình yêu hờn bỏ mặc.
Là thằng đàn ông thì anh phải không được nghèo 
có phải chữ tiền mua tiên được chăng
dẫu nói trăm lời hứa hẹn ngàn năm 
chẳng bằng một tờ in ra bằng mực giấy... 
Bạc tiền lợi danh trong tay đổi thay được gì 
Khi đủ lớn rồi tình yêu thay nước mắt
Vật đổi sao dời sang hèn cũng khóc 
Là thằng đàn ông tuơng lai phải không được nghèo.
 
",1888
Khải Đăng,Không Cần Phài Hứa Đâu Em,"Bài hát: Không Cần Phài Hứa Đâu Em - Khải Đăng
Ừ thôi em yêu ơi, ngày mai ta xa nhau rồi
Từ nay những ký ức sẽ ở lại bên anh
Giờ xin giữ mãi những tiếng ngọt ngào
Dịu dàng ấm êm em trao lời yêu
Vì lời yêu đó sẽ mãi giữ ấm cho tâm hồn anh
Đường em đi hôm nay sẽ vắng bóng anh đi cùng
Chẳng còn những tiếng nói hằng chuyện trò bên em
Giờ còn lại đây giây phút thật buồn
Giờ mình phải chia tay trong nước mắt
Một lần sau cuối xin tiễn người đi về nơi chốn xa xôi
Vì con tim anh yêu em nên sẽ không cần phải hứa đâu em
Và anh luôn tin đôi ta khi xa nhau vẫn nhớ nhau
Phút giây vui buồn nào được bấy lâu
Vẫn luôn nguyện cầu trọn đời có nhau
Và tình yêu em trao anh sẽ thắp sáng cho niềm tin
Vì con tim anh yêu em nên sẽ không cần phải hứa đâu em
Dù cho nay bao phong ba chia đời ta cách xa
Vẫn mong vẫn chờ vẫn hoài ước ao
Tình luôn tỏa sáng như những vì sao
Và anh tin có một ngày anh lại được bên em
Đường em đi hôm nay sẽ vắng bóng anh đi cùng
Chẳng còn những tiếng nói hằng chuyện trò bên em
Giờ còn lại đây giây phút thật buồn
Giờ mình phải chia tay trong nước mắt
Một lần sau cuối xin tiễn người đi về nơi chốn xa xôi
Vì con tim anh yêu em nên sẽ không cần phải hứa đâu em
Và anh luôn tin đôi ta khi xa nhau vẫn nhớ nhau
Phút giây vui buồn nào được bấy lâu
Vẫn luôn nguyện cầu trọn đời có nhau
Và tình yêu em trao anh sẽ thắp sáng cho niềm tin
Vì con tim anh yêu em nên sẽ không cần phải hứa đâu em
Dù cho nay bao phong ba chia đời ta cách xa
Vẫn mong vẫn chờ vẫn hoài ước ao
Tình luôn tỏa sáng như những vì sao
Và anh tin có một ngày anh lại được bên em
Vì con tim anh yêu em nên sẽ không cần phải hứa đâu em
Dù cho nay bao phong ba chia đời ta cách xa
Vẫn mong vẫn chờ vẫn hoài ước ao
Tình luôn tỏa sáng như những vì sao
Và anh tin có một ngày anh lại được bên em
Và anh tin có một ngày em sẽ về với anh
 
",1889
Alex Dương,Suy Nghĩ Trong Anh,"Cứ qua thêm một ngày mới biết thế nào là yêu 
Một ngày trôi qua vội vã nhưng trong anh rất nhiều điều 
Những suy nghĩ trong anh cứ lớn lên từng phút 
Cứ lớn theo từng ngày khi anh được ấm áp bên em. 
Những suy nghĩ trong anh giờ đang chia làm hai 
Một nửa trong anh từng nghĩ chúng ta sẽ bên nhau trọn đời 
Nhưng nếu lỡ một ngày em nói lời chia tay 
Anh sẽ thế nào đây, anh sống thế nào đây?
Chorus: 
Hãy để cho anh được yêu... yêu em trong từng suy nghĩ 
Dù là tưởng tượng thôi nhưng anh cũng thấy vui rồi 
Đừng nói chi em ơi tình yêu không cần nói 
Chỉ cần cảm nhận thôi anh nghĩ cũng đủ rồi. 
Nhiều khi anh từng mơ ngồi một mình cười ngẩn ngơ 
Chúng ta sẽ được sống trong ngôi nhà đầy trẻ thơ 
Có khó không em ơi nếu giấc mơ này xa xôi 
Thì anh xin được giữ giấc mơ đó ở trong suy nghĩ anh mà thôi. 
Những suy nghĩ trong anh giờ đang chia làm hai 
Một nửa trong anh từng nghĩ chúng ta sẽ bên nhau trọn đời 
Nhưng nếu lỡ một ngày em nói lời chia tay 
Anh sẽ thế nào đây, anh sống thế nào đây?
 
",1890
Gemini Band,"Please, Say Bye","Rất muốn nói lời giã từ, với ai đó tôi đã từng *** rất lâu, lâu rất lâu 
Ai biết trước là lần gặp cuối giây phút không ngưng đọng 
Sẽ đứt quãng thành đường thẳng song song đối nhau. 
Chạm bước nơi đây, có chắc đường đi cùng nhau sẽ khép tròn. 
Nhìn thấy mưa bay, hay giá băng tuyết lạnh bên ô cửa sổ
Chorus: Đường về có bao gương mặt, người lạ chẳng *** bao giờ,
Vội vàng lướt qua hay là thỉnh thoảng nhìn thoáng 3 giây 
Mình đã trải qua bao ngày, vậy mà cớ sao thế này
Vội vàng bước đi sao chẳng ý định nói chia tay.
Say bye bye, bye bye Please say bye bye bye 
Dừng đột ngột ở trái tim rồi chạy vội tìm chốn (quên... ((x2))
Tôi Tìm cớ quên Giữa hai thế giới không chạm tới nhau 
Như ngày và đêm Ánh sáng không thể chạm vào bóng tối.
 
",1891
XIN,Em Là Tia Nắng,"Em là tia nắng
Lẻn ngang qua nhanh nơi tim anh đang héo mòn
Còn anh là mây trắng
Khẽ mang yêu thương nơi cơn giông kia chẳng còn
Nụ cười em xinh như hoa, bay khắp nơi trao hương tình ngây ngất
Để hồn phiêu
Hai ta cùng hóa thân như gió mong mây về
Dẫu biết phía trước chông gai ta đi bao nhiêu khó khăn
Mải miết dẫn lối anh đưa em đi qua đêm giá băng
Lối phố vắng nên thơ anh luôn vẫn theo phía sau em à
Vì anh yêu em chẳng biết lí do ra sao
Dù có cho mãi mai sau
Tình em có lỡ phai mau
Thì anh vẫn luôn bên em thôi mà
 
",1892
Thu Thủy,Nắng Xuân Rạng Ngời,"LYRIC
Ver:
Kìa, mùa xuân đến rồi mang theo tình yêu, mang theo những tiếng cười.
Từng đàn chim bay lượn trong nắng xuân, đào mai cùng khoe sắc hương.
Kìa, ngoài kia phố xá đông vui rộn ràng người người về quê đón tết.
Cành lộc non đâm chồi rạng rỡ, hân hoan chào mùa xuân mới.
Pre-Chorus:
Mưa rơi dịu êm gió mang hương xuân về đây, ngập tràn trên lối.
Năm nay hạnh phúc đong đầy, Xuân mang bình an qua đây.
Chorus:
Nào mình cùng chúc nhau thêm một năm mới, rộn ràng phơi phới
Trong ánh nắng xuân rạng ngời
Chúc cho mọi nhà ấm no sum vầy, trẻ thơ cùng khoe áo mới.
Ngào ngạt mùi bánh chưng thơm lừng có thêm dưa cà
Gia đình đoàn viên vui quá.
Cùng nhau đón xuân xanh ngời, hạnh phúc tuyệt vời. Quên hết âu lo cuộc đời
 
",1893
Quốc Minh,Xuân Năm Nay,"Ver:
Dáng xuân dịu dàng, nhẹ nhàng qua đây. Hương xuân bay khắp trời mây. 
Mai đào khoe sắc chào mùa xuân mới. 
Nhịp nhàng trên phố , người ở nơi phương xa rộn ràng về quê đón tết. 
Én bay lượn trên bầu trời, chào mùa xuân mới sang. 
Pre-Chorus:
Xuân mang niềm vui đến cho mọi người, mang tình yêu tới. 
Ngân vang ngàn câu chúc bao điều bình an đến muôn nơi. 
Bao nhiêu buồn vui qua rồi, về với gia đình nhanh thôi. 
Cùng ngồi gói bánh chưng bên nhau chờ giao thừa đến.
Chorus: 
Nhà nhà hạnh phúc đón xuân mới sang chúc nhau một năm ấm no, sung túc.
Nàng xuân mang bao yêu thương, tơ vương về đây gieo khắp phố phường.
Rộn ràng tiếng pháo báo hiệu xuân đến, có tiếng em thơ nô đùa trong nắng xuân.
Xuân năm nay vui thay hạnh phúc đong đầy.
 
",1894
Linh Thộn,Nhà Là Phải Có Nóc,"Không cần voice, anh vẫn nghe lời em
Môi gần môi, khi mà anh gần em
Bao thời gian dần trôi từ ban ngày đến khi ban đêm
Lúc bên nhau phải tính từng giờ như là khi mà đi làm thêm
Vì babe babe à
Thời gian cứ trôi nhanh vãi
Chỉ cần có được em anh đã biết rằng anh lãi
Vào cái lúc em giận là những lúc anh thường im
Vì không muốn như trường tin đôi mình rời vào tranh cãi
Chỉ có xe tình yêu không một ai được tranh làn
Tình yêu mà đôi mình điêu đem về đây và nhanh bàn
Em vẫn luôn đúng vì nếu như mà em sai
Dù đó là việc gì thì để đó cho anh làm
Mấy công việc trong bếp việc đấy là thứ em khoái lắm
Để em nếm mấy món ngon thay vì nếm những trái cấm
Việc tôn trọng phụ nữ chẳng có gì là oái oăm
Nên nhà này có nóc hay còn gọi là mái ấm
Vì cho dù là nhà cấp 4 hay là 1 căn biệt thự
Kích thước khiêm tốn hay là một căn thiệt bự
Anh vẫn ghi nhớ 1 điều sâu trong khối óc
Nếu đã là nhà, nhà là phải có nóc
Nhà là nhà là nhà là nhà là phải có nóc
Nhà là phải có nóc yeah
Nhà là phải có nóc
Nhà là nhà là nhà là nhà là phải có nóc
Nhà là phải có nóc 
Nhà là phải có nóc
Nói về hạnh phúc thì không ai có thể bằng Thộn
Nếu có em ở trong căn phòng và 1 chú mèo bên góc
Họ vẫn gọi tên của anh là thằng trộm
Vì việc anh làm mọi đêm đó là trèo lên nóc
Và thứ ở trên tóc của anh là hàng quyển
Nó dành trọn tình yêu và công việc chứ không phải để làm kiểm
Và chàng trai ở thủ đô có bạn gái là chủ lô
Bởi vì với em anh muốn ghi cả ngàn điểm
Nhưng mà thôi anh đùa đấy, anh không nghiện cờ bạc
Và tất cả lời ấy không phải chuyện lừa gạt
Nói chung là không dây, không làm bị mẹ mắng
Con tim em là cờ bạc, kẻ không chơi là kẻ thắng
Tất cả lời yêu chỉ nói ra khi cần
Khi mà riêng mình ta đi cần
Vì em mà anh quyết để con tim mở nhanh
Con đường tình chúng ta đi dần
Hãy cứ như the guardian
Nếu em không biết thì đấy là tin ở anh
Tin anh tin anh tin anh tin anh đi
Tin anh đi là trăm phần trăm là anh không lừa
Tin anh đi
Tin anh tin anh tin anh tin anh đi
Không phải mimosa vậy cho nên là anh không lừa
Tin anh tin anh tin anh tin anh đi
Tin anh tin anh tin anh tin anh đi
Tin anh tin anh tin anh tin anh đi
Vì cho dù là nhà cấp 4 hay là 1 căn biệt thự
Kích thước khiêm tốn hay là một căn thiệt bự
Anh vẫn ghi nhớ 1 điều sâu trong khối óc
Nếu đã là nhà, nhà là phải có nóc
Nhà là nhà là nhà là nhà là phải có nóc
Nhà là phải có nóc yeah
Nhà là phải có nóc
Nhà là nhà là nhà là nhà là phải có nóc
Nhà là phải có nóc 
Nhà là phải có nóc
 
",1895
Nguyễn Phi Hùng,Tâm Sự Của Cha,"Trong những đêm lạnh mà Cha không nói
Có những nổi buồn mà Con không hay
Khi xưa dại khờ làm sao Con thấu
Những thương đau Cha đã vì Con
Những đêm giông dài nhìn Con ngon giấc
Bao ước mơ Cha đặt lên vai Con
Con sẽ trưởng thành bằng đôi chân mình
Ra thế giới bao la như con hằng mong
Cha thao thức bao đêm trong thinh lặng
Lao động nhọc nhằn vun đắp đời Con
Nhìn con thơ ngủ trong chăn ấm êm
Bao gian lao hóa thành hạnh phúc
Từng nụ cười Cha che đi những thở than
Dù đời lầm than Cha nhìn Con làm điểm tựa
Trăm ngàn nổi đau Cha tự mình cất giấu
Nhưng nụ cười trong ánh mắt Cha chìm sâu
Con là tất cả là niềm vui duy nhất của đời Cha
Giữa mênh mông không gì so sánh được
Nụ cười thơ ngây xua tan bao niềm đau
Cha vẫn một mình làm tất cả vì Con
Cha sẽ một minihf làm tất cả vì Con
 
",1896
